sent_id,filename,sentence_nr,token_nr,word,label,POS,lemma,pos_category,isExpression,hasPrefix,hasSuffix,isAntonym,previous_lemma,next_lemma,previous_POS,next_POS,norm_position_binned,sentiment_category
ba01_10,baskervilles01,10,12,'',O,'','',OTHER,False,False,False,False,.,,.,,"[0.9, 1.001)",Neutral
ba01_11,baskervilles01,11,0,``,O,``,``,OTHER,False,False,False,False,,i,,NN,"[0.0, 0.1)",Negative
ba01_11,baskervilles01,11,1,I,O,NN,i,NOUN,False,False,False,False,``,have,``,VBP,"[0.0, 0.1)",Negative
ba01_11,baskervilles01,11,2,have,O,VBP,have,VERB,False,False,False,False,i,",",NN,",","[0.1, 0.2)",Negative
ba01_11,baskervilles01,11,3,",",O,",",",",OTHER,False,False,False,False,have,at,VBP,IN,"[0.1, 0.2)",Negative
ba01_11,baskervilles01,11,4,at,O,IN,at,OTHER,False,False,False,False,",",least,",",JJS,"[0.2, 0.3)",Negative
ba01_11,baskervilles01,11,5,least,O,JJS,least,ADJ,False,False,False,False,at,",",IN,",","[0.2, 0.3)",Negative
ba01_11,baskervilles01,11,6,",",O,",",",",OTHER,False,False,False,False,least,a,JJS,DT,"[0.2, 0.3)",Neutral
ba01_11,baskervilles01,11,7,a,O,DT,a,OTHER,False,False,False,False,",",well-polished,",",JJ,"[0.3, 0.4)",Neutral
ba01_11,baskervilles01,11,8,well-polished,O,JJ,well-polished,ADJ,False,False,False,False,a,",",DT,",","[0.4, 0.5)",Neutral
ba01_11,baskervilles01,11,9,",",O,",",",",OTHER,False,False,False,False,well-polished,silver-plated,JJ,JJ,"[0.4, 0.5)",Neutral
ba01_11,baskervilles01,11,10,silver-plated,O,JJ,silver-plated,ADJ,False,False,False,False,",",coffee-pot,",",NN,"[0.5, 0.6)",Neutral
ba01_11,baskervilles01,11,11,coffee-pot,O,NN,coffee-pot,NOUN,False,False,False,False,silver-plated,in,JJ,IN,"[0.5, 0.6)",Neutral
ba01_11,baskervilles01,11,12,in,O,IN,in,OTHER,False,False,False,False,coffee-pot,front,NN,NN,"[0.5, 0.6)",Neutral
ba01_11,baskervilles01,11,13,front,O,NN,front,NOUN,False,False,False,False,in,of,IN,IN,"[0.6, 0.7)",Neutral
ba01_11,baskervilles01,11,14,of,O,IN,of,OTHER,False,False,False,False,front,me,NN,PRP,"[0.6, 0.7)",Neutral
ba01_11,baskervilles01,11,15,me,O,PRP,me,PRON,False,False,False,False,of,",",IN,",","[0.7, 0.8)",Neutral
ba01_11,baskervilles01,11,16,",",O,",",",",OTHER,False,False,False,False,me,'',PRP,'',"[0.8, 0.9)",Neutral
ba01_11,baskervilles01,11,17,'',O,'','',OTHER,False,False,False,False,",",say,",",VBD,"[0.8, 0.9)",Neutral
ba01_11,baskervilles01,11,18,said,O,VBD,say,VERB,False,False,False,False,'',he,'',PRP,"[0.9, 1.001)",Neutral
ba01_11,baskervilles01,11,19,he,O,PRP,he,PRON,False,False,False,False,say,.,VBD,.,"[0.9, 1.001)",Neutral
ba01_11,baskervilles01,11,20,.,O,.,.,OTHER,False,False,False,False,he,,PRP,,"[0.9, 1.001)",Neutral
ba01_12,baskervilles01,12,0,``,O,``,``,OTHER,False,False,False,False,,but,,CC,"[0.0, 0.1)",Neutral
ba01_12,baskervilles01,12,1,But,O,CC,but,OTHER,False,False,False,False,``,",",``,",","[0.0, 0.1)",Neutral
ba01_12,baskervilles01,12,2,",",O,",",",",OTHER,False,False,False,False,but,tell,CC,VB,"[0.1, 0.2)",Neutral
ba01_12,baskervilles01,12,3,tell,O,VB,tell,VERB,False,False,False,False,",",me,",",PRP,"[0.1, 0.2)",Neutral
ba01_12,baskervilles01,12,4,me,O,PRP,me,PRON,False,False,False,False,tell,",",VB,",","[0.2, 0.3)",Neutral
ba01_12,baskervilles01,12,5,",",O,",",",",OTHER,False,False,False,False,me,watson,PRP,NN,"[0.2, 0.3)",Neutral
ba01_12,baskervilles01,12,6,Watson,O,NN,watson,NOUN,False,False,False,False,",",",",",",",","[0.3, 0.4)",Neutral
ba01_12,baskervilles01,12,7,",",O,",",",",OTHER,False,False,False,False,watson,what,NN,WP,"[0.4, 0.5)",Neutral
ba01_12,baskervilles01,12,8,what,O,WP,what,OTHER,False,False,False,False,",",do,",",VBP,"[0.4, 0.5)",Neutral
ba01_12,baskervilles01,12,9,do,O,VBP,do,VERB,False,False,False,False,what,you,WP,PRP,"[0.5, 0.6)",Neutral
ba01_12,baskervilles01,12,10,you,O,PRP,you,PRON,False,False,False,False,do,make,VBP,VB,"[0.5, 0.6)",Neutral
ba01_12,baskervilles01,12,11,make,O,VB,make,VERB,False,False,False,False,you,of,PRP,IN,"[0.6, 0.7)",Neutral
ba01_12,baskervilles01,12,12,of,O,IN,of,OTHER,False,False,False,False,make,our,VB,PRP$,"[0.7, 0.8)",Neutral
ba01_12,baskervilles01,12,13,our,O,PRP$,our,PRON,False,False,False,False,of,visitor,IN,NN,"[0.7, 0.8)",Neutral
ba01_12,baskervilles01,12,14,visitor,O,NN,visitor,NOUN,False,False,False,False,our,'s,PRP$,POS,"[0.8, 0.9)",Neutral
ba01_12,baskervilles01,12,15,'s,O,POS,'s,OTHER,False,False,False,False,visitor,stick,NN,NN,"[0.8, 0.9)",Neutral
ba01_12,baskervilles01,12,16,stick,O,NN,stick,NOUN,False,False,False,False,'s,?,POS,.,"[0.9, 1.001)",Neutral
ba01_12,baskervilles01,12,17,?,O,.,?,OTHER,False,False,False,False,stick,,NN,,"[0.9, 1.001)",Neutral
ba01_13,baskervilles01,13,0,Since,O,IN,since,OTHER,False,False,False,False,,we,,PRP,"[0.0, 0.1)",Negative
ba01_13,baskervilles01,13,1,we,O,PRP,we,PRON,False,False,False,False,since,have,IN,VBP,"[0.0, 0.1)",Negative
ba01_13,baskervilles01,13,2,have,O,VBP,have,VERB,False,False,False,False,we,be,PRP,VBN,"[0.0, 0.1)",Negative
ba01_13,baskervilles01,13,3,been,O,VBN,be,OTHER,False,False,False,False,have,so,VBP,RB,"[0.1, 0.2)",Negative
ba01_13,baskervilles01,13,4,so,O,RB,so,ADV,False,False,False,False,be,unfortunate,VBN,JJ,"[0.1, 0.2)",Negative
ba01_13,baskervilles01,13,5,unfortunate,B-NEG,JJ,unfortunate,ADJ,False,True,False,True,so,a,RB,IN,"[0.2, 0.3)",Negative
ba01_13,baskervilles01,13,6,as,O,IN,a,OTHER,False,False,False,False,unfortunate,to,JJ,TO,"[0.2, 0.3)",Neutral
ba01_13,baskervilles01,13,7,to,O,TO,to,OTHER,False,False,False,False,a,miss,IN,VB,"[0.2, 0.3)",Neutral
ba01_13,baskervilles01,13,8,miss,O,VB,miss,VERB,False,False,False,False,to,him,TO,PRP,"[0.3, 0.4)",Neutral
ba01_13,baskervilles01,13,9,him,O,PRP,him,PRON,False,False,False,False,miss,and,VB,CC,"[0.3, 0.4)",Neutral
ba01_13,baskervilles01,13,10,and,O,CC,and,OTHER,False,True,False,False,him,have,PRP,VBP,"[0.4, 0.5)",Neutral
ba01_13,baskervilles01,13,11,have,O,VBP,have,VERB,False,False,False,False,and,no,CC,DT,"[0.4, 0.5)",Neutral
ba01_13,baskervilles01,13,12,no,B-NEG,DT,no,OTHER,False,False,False,False,have,notion,VBP,NN,"[0.5, 0.6)",Neutral
ba01_13,baskervilles01,13,13,notion,O,NN,notion,NOUN,False,False,False,False,no,of,DT,IN,"[0.5, 0.6)",Neutral
ba01_13,baskervilles01,13,14,of,O,IN,of,OTHER,False,False,False,False,notion,his,NN,PRP$,"[0.5, 0.6)",Neutral
ba01_13,baskervilles01,13,15,his,O,PRP$,his,PRON,False,False,False,False,of,errand,IN,NN,"[0.6, 0.7)",Neutral
ba01_13,baskervilles01,13,16,errand,O,NN,errand,NOUN,False,False,False,False,his,",",PRP$,",","[0.6, 0.7)",Neutral
ba01_13,baskervilles01,13,17,",",O,",",",",OTHER,False,False,False,False,errand,this,NN,DT,"[0.7, 0.8)",Neutral
ba01_13,baskervilles01,13,18,this,O,DT,this,OTHER,False,False,False,False,",",accidental,",",JJ,"[0.7, 0.8)",Neutral
ba01_13,baskervilles01,13,19,accidental,O,JJ,accidental,ADJ,False,True,False,False,this,souvenir,DT,NN,"[0.7, 0.8)",Neutral
ba01_13,baskervilles01,13,20,souvenir,O,NN,souvenir,NOUN,False,False,False,False,accidental,becomes,JJ,NNS,"[0.8, 0.9)",Neutral
ba01_13,baskervilles01,13,21,becomes,O,NNS,becomes,NOUN,False,False,False,False,souvenir,of,NN,IN,"[0.8, 0.9)",Neutral
ba01_13,baskervilles01,13,22,of,O,IN,of,OTHER,False,False,False,False,becomes,importance,NNS,NN,"[0.9, 1.001)",Neutral
ba01_13,baskervilles01,13,23,importance,O,NN,importance,NOUN,False,True,False,False,of,.,IN,.,"[0.9, 1.001)",Neutral
ba01_13,baskervilles01,13,24,.,O,.,.,OTHER,False,False,False,False,importance,,NN,,"[0.9, 1.001)",Neutral
ba01_14,baskervilles01,14,0,Let,O,VB,let,VERB,False,False,False,False,,me,,PRP,"[0.0, 0.1)",Neutral
ba01_14,baskervilles01,14,1,me,O,PRP,me,PRON,False,False,False,False,let,hear,VB,VB,"[0.0, 0.1)",Neutral
ba01_14,baskervilles01,14,2,hear,O,VB,hear,VERB,False,False,False,False,me,you,PRP,PRP,"[0.1, 0.2)",Neutral
ba01_14,baskervilles01,14,3,you,O,PRP,you,PRON,False,False,False,False,hear,reconstruct,VB,VBP,"[0.2, 0.3)",Neutral
ba01_14,baskervilles01,14,4,reconstruct,O,VBP,reconstruct,VERB,False,False,False,False,you,the,PRP,DT,"[0.3, 0.4)",Neutral
ba01_14,baskervilles01,14,5,the,O,DT,the,OTHER,False,False,False,False,reconstruct,man,VBP,NN,"[0.3, 0.4)",Neutral
ba01_14,baskervilles01,14,6,man,O,NN,man,NOUN,False,False,False,False,the,by,DT,IN,"[0.4, 0.5)",Neutral
ba01_14,baskervilles01,14,7,by,O,IN,by,OTHER,False,False,False,False,man,an,NN,DT,"[0.5, 0.6)",Neutral
ba01_14,baskervilles01,14,8,an,O,DT,an,OTHER,False,False,False,False,by,examination,IN,NN,"[0.6, 0.7)",Neutral
ba01_14,baskervilles01,14,9,examination,O,NN,examination,NOUN,False,False,False,False,an,of,DT,IN,"[0.6, 0.7)",Neutral
ba01_14,baskervilles01,14,10,of,O,IN,of,OTHER,False,False,False,False,examination,it,NN,PRP,"[0.7, 0.8)",Neutral
ba01_14,baskervilles01,14,11,it,O,PRP,it,PRON,False,False,False,False,of,.,IN,.,"[0.8, 0.9)",Neutral
ba01_14,baskervilles01,14,12,.,O,.,.,OTHER,False,False,False,False,it,'',PRP,'',"[0.9, 1.001)",Neutral
ba01_14,baskervilles01,14,13,'',O,'','',OTHER,False,False,False,False,.,,.,,"[0.9, 1.001)",Neutral
ba01_15,baskervilles01,15,0,``,O,``,``,OTHER,False,False,False,False,,i,,NN,"[0.0, 0.1)",Neutral
ba01_15,baskervilles01,15,1,I,O,NN,i,NOUN,False,False,False,False,``,think,``,VBP,"[0.0, 0.1)",Neutral
ba01_15,baskervilles01,15,2,think,O,VBP,think,VERB,False,False,False,False,i,",",NN,",","[0.0, 0.1)",Neutral
ba01_15,baskervilles01,15,3,",",O,",",",",OTHER,False,False,False,False,think,'',VBP,'',"[0.0, 0.1)",Neutral
ba01_15,baskervilles01,15,4,'',O,'','',OTHER,False,False,False,False,",",say,",",VBD,"[0.0, 0.1)",Neutral
ba01_15,baskervilles01,15,5,said,O,VBD,say,VERB,False,False,False,False,'',i,'',NN,"[0.1, 0.2)",Positive
ba01_15,baskervilles01,15,6,I,O,NN,i,NOUN,False,False,False,False,say,",",VBD,",","[0.1, 0.2)",Positive
ba01_15,baskervilles01,15,7,",",O,",",",",OTHER,False,False,False,False,i,follow,NN,VBG,"[0.1, 0.2)",Positive
ba01_15,baskervilles01,15,8,following,O,VBG,follow,VERB,False,False,False,False,",",as,",",RB,"[0.1, 0.2)",Positive
ba01_15,baskervilles01,15,9,as,O,RB,as,ADV,False,False,False,False,follow,far,VBG,RB,"[0.1, 0.2)",Positive
ba01_15,baskervilles01,15,10,far,O,RB,far,ADV,False,False,False,False,as,a,RB,IN,"[0.2, 0.3)",Positive
ba01_15,baskervilles01,15,11,as,O,IN,a,OTHER,False,False,False,False,far,i,RB,NN,"[0.2, 0.3)",Neutral
ba01_15,baskervilles01,15,12,I,O,NN,i,NOUN,False,False,False,False,a,could,IN,MD,"[0.2, 0.3)",Neutral
ba01_15,baskervilles01,15,13,could,O,MD,could,OTHER,False,False,False,False,i,the,NN,DT,"[0.2, 0.3)",Neutral
ba01_15,baskervilles01,15,14,the,O,DT,the,OTHER,False,False,False,False,could,method,MD,NNS,"[0.3, 0.4)",Neutral
ba01_15,baskervilles01,15,15,methods,O,NNS,method,NOUN,False,False,False,False,the,of,DT,IN,"[0.3, 0.4)",Neutral
ba01_15,baskervilles01,15,16,of,O,IN,of,OTHER,False,False,False,False,method,my,NNS,PRP$,"[0.3, 0.4)",Neutral
ba01_15,baskervilles01,15,17,my,O,PRP$,my,PRON,False,False,False,False,of,companion,IN,NN,"[0.3, 0.4)",Neutral
ba01_15,baskervilles01,15,18,companion,O,NN,companion,NOUN,False,False,False,False,my,",",PRP$,",","[0.3, 0.4)",Neutral
ba01_15,baskervilles01,15,19,",",O,",",",",OTHER,False,False,False,False,companion,``,NN,``,"[0.4, 0.5)",Neutral
ba01_15,baskervilles01,15,20,``,O,``,``,OTHER,False,False,False,False,",",that,",",DT,"[0.4, 0.5)",Neutral
ba01_15,baskervilles01,15,21,that,O,DT,that,OTHER,False,False,False,False,``,dr.,``,NN,"[0.4, 0.5)",Positive
ba01_15,baskervilles01,15,22,Dr.,O,NN,dr.,NOUN,False,False,False,False,that,mortimer,DT,NN,"[0.4, 0.5)",Positive
ba01_15,baskervilles01,15,23,Mortimer,O,NN,mortimer,NOUN,False,False,False,False,dr.,be,NN,VBZ,"[0.5, 0.6)",Positive
ba01_15,baskervilles01,15,24,is,O,VBZ,be,VERB,False,False,False,False,mortimer,a,NN,DT,"[0.5, 0.6)",Positive
ba01_15,baskervilles01,15,25,a,O,DT,a,OTHER,False,False,False,False,be,successful,VBZ,JJ,"[0.5, 0.6)",Positive
ba01_15,baskervilles01,15,26,successful,O,JJ,successful,ADJ,False,False,False,False,a,",",DT,",","[0.5, 0.6)",Positive
ba01_15,baskervilles01,15,27,",",O,",",",",OTHER,False,False,False,False,successful,elderly,JJ,JJ,"[0.5, 0.6)",Neutral
ba01_15,baskervilles01,15,28,elderly,O,JJ,elderly,ADJ,False,False,False,False,",",medical,",",JJ,"[0.6, 0.7)",Neutral
ba01_15,baskervilles01,15,29,medical,O,JJ,medical,ADJ,False,False,False,False,elderly,man,JJ,NN,"[0.6, 0.7)",Neutral
ba01_15,baskervilles01,15,30,man,O,NN,man,NOUN,False,False,False,False,medical,",",JJ,",","[0.6, 0.7)",Neutral
ba01_15,baskervilles01,15,31,",",O,",",",",OTHER,False,False,False,False,man,well-esteemed,NN,JJ,"[0.6, 0.7)",Neutral
ba01_15,baskervilles01,15,32,well-esteemed,O,JJ,well-esteemed,ADJ,False,False,False,False,",",since,",",IN,"[0.6, 0.7)",Neutral
ba01_15,baskervilles01,15,33,since,O,IN,since,OTHER,False,False,False,False,well-esteemed,those,JJ,DT,"[0.7, 0.8)",Neutral
ba01_15,baskervilles01,15,34,those,O,DT,those,OTHER,False,False,False,False,since,who,IN,WP,"[0.7, 0.8)",Neutral
ba01_15,baskervilles01,15,35,who,O,WP,who,OTHER,False,False,False,False,those,know,DT,VBP,"[0.7, 0.8)",Neutral
ba01_15,baskervilles01,15,36,know,O,VBP,know,VERB,False,False,False,False,who,him,WP,PRP,"[0.7, 0.8)",Neutral
ba01_15,baskervilles01,15,37,him,O,PRP,him,PRON,False,False,False,False,know,give,VBP,VB,"[0.8, 0.9)",Neutral
ba01_15,baskervilles01,15,38,give,O,VB,give,VERB,False,False,False,False,him,him,PRP,PRP,"[0.8, 0.9)",Neutral
ba01_15,baskervilles01,15,39,him,O,PRP,him,PRON,False,False,False,False,give,this,VB,DT,"[0.8, 0.9)",Neutral
ba01_15,baskervilles01,15,40,this,O,DT,this,OTHER,False,False,False,False,him,mark,PRP,NN,"[0.8, 0.9)",Neutral
ba01_15,baskervilles01,15,41,mark,O,NN,mark,NOUN,False,False,False,False,this,of,DT,IN,"[0.8, 0.9)",Neutral
ba01_15,baskervilles01,15,42,of,O,IN,of,OTHER,False,False,False,False,mark,their,NN,PRP$,"[0.9, 1.001)",Neutral
ba01_15,baskervilles01,15,43,their,O,PRP$,their,PRON,False,False,False,False,of,appreciation,IN,NN,"[0.9, 1.001)",Neutral
ba01_15,baskervilles01,15,44,appreciation,O,NN,appreciation,NOUN,False,True,False,False,their,.,PRP$,.,"[0.9, 1.001)",Neutral
ba01_15,baskervilles01,15,45,.,O,.,.,OTHER,False,False,False,False,appreciation,'',NN,'',"[0.9, 1.001)",Neutral
ba01_15,baskervilles01,15,46,'',O,'','',OTHER,False,False,False,False,.,,.,,"[0.9, 1.001)",Neutral
ba01_16,baskervilles01,16,0,``,O,``,``,OTHER,False,False,False,False,,good,,JJ,"[0.0, 0.1)",Positive
ba01_16,baskervilles01,16,1,Good,O,JJ,good,ADJ,False,False,False,False,``,!,``,.,"[0.1, 0.2)",Positive
ba01_16,baskervilles01,16,2,!,O,.,!,OTHER,False,False,False,False,good,'',JJ,'',"[0.3, 0.4)",Neutral
ba01_16,baskervilles01,16,3,'',O,'','',OTHER,False,False,False,False,!,say,.,VBD,"[0.5, 0.6)",Neutral
ba01_16,baskervilles01,16,4,said,O,VBD,say,VERB,False,False,False,False,'',holmes,'',NNS,"[0.6, 0.7)",Neutral
ba01_16,baskervilles01,16,5,Holmes,O,NNS,holmes,NOUN,False,False,False,False,say,.,VBD,.,"[0.8, 0.9)",Neutral
ba01_16,baskervilles01,16,6,.,O,.,.,OTHER,False,False,False,False,holmes,,NNS,,"[0.9, 1.001)",Neutral
ba01_17,baskervilles01,17,0,``,O,``,``,OTHER,False,False,False,False,,excellent,,NN,"[0.0, 0.1)",Positive
ba01_17,baskervilles01,17,1,Excellent,O,NN,excellent,NOUN,False,False,False,False,``,!,``,.,"[0.3, 0.4)",Positive
ba01_17,baskervilles01,17,2,!,O,.,!,OTHER,False,False,False,False,excellent,'',NN,'',"[0.6, 0.7)",Neutral
ba01_17,baskervilles01,17,3,'',O,'','',OTHER,False,False,False,False,!,,.,,"[0.9, 1.001)",Neutral
ba01_18,baskervilles01,18,0,``,O,``,``,OTHER,False,False,False,False,,i,,NN,"[0.0, 0.1)",Neutral
ba01_18,baskervilles01,18,1,I,O,NN,i,NOUN,False,False,False,False,``,think,``,VBP,"[0.0, 0.1)",Neutral
ba01_18,baskervilles01,18,2,think,O,VBP,think,VERB,False,False,False,False,i,also,NN,RB,"[0.0, 0.1)",Neutral
ba01_18,baskervilles01,18,3,also,O,RB,also,ADV,False,True,False,False,think,that,VBP,IN,"[0.1, 0.2)",Neutral
ba01_18,baskervilles01,18,4,that,O,IN,that,OTHER,False,False,False,False,also,the,RB,DT,"[0.1, 0.2)",Neutral
ba01_18,baskervilles01,18,5,the,O,DT,the,OTHER,False,False,False,False,that,probability,IN,NN,"[0.1, 0.2)",Neutral
ba01_18,baskervilles01,18,6,probability,O,NN,probability,NOUN,False,False,False,False,the,be,DT,VBZ,"[0.2, 0.3)",Neutral
ba01_18,baskervilles01,18,7,is,O,VBZ,be,VERB,False,False,False,False,probability,in,NN,IN,"[0.2, 0.3)",Neutral
ba01_18,baskervilles01,18,8,in,O,IN,in,OTHER,False,False,False,False,be,favour,VBZ,NN,"[0.2, 0.3)",Neutral
ba01_18,baskervilles01,18,9,favour,O,NN,favour,NOUN,False,False,False,False,in,of,IN,IN,"[0.3, 0.4)",Neutral
ba01_18,baskervilles01,18,10,of,O,IN,of,OTHER,False,False,False,False,favour,his,NN,PRP$,"[0.3, 0.4)",Neutral
ba01_18,baskervilles01,18,11,his,O,PRP$,his,PRON,False,False,False,False,of,be,IN,VBG,"[0.4, 0.5)",Neutral
ba01_18,baskervilles01,18,12,being,O,VBG,be,VERB,False,False,False,False,his,a,PRP$,DT,"[0.4, 0.5)",Neutral
ba01_18,baskervilles01,18,13,a,O,DT,a,OTHER,False,False,False,False,be,country,VBG,NN,"[0.4, 0.5)",Neutral
ba01_18,baskervilles01,18,14,country,O,NN,country,NOUN,False,False,False,False,a,practitioner,DT,NN,"[0.5, 0.6)",Positive
ba01_18,baskervilles01,18,15,practitioner,O,NN,practitioner,NOUN,False,False,False,False,country,who,NN,WP,"[0.5, 0.6)",Positive
ba01_18,baskervilles01,18,16,who,O,WP,who,OTHER,False,False,False,False,practitioner,do,NN,VBZ,"[0.5, 0.6)",Positive
ba01_18,baskervilles01,18,17,does,O,VBZ,do,VERB,False,False,False,False,who,a,WP,DT,"[0.6, 0.7)",Positive
ba01_18,baskervilles01,18,18,a,O,DT,a,OTHER,False,False,False,False,do,great,VBZ,JJ,"[0.6, 0.7)",Positive
ba01_18,baskervilles01,18,19,great,O,JJ,great,ADJ,False,False,False,False,a,deal,DT,NN,"[0.7, 0.8)",Positive
ba01_18,baskervilles01,18,20,deal,O,NN,deal,NOUN,False,False,False,False,great,of,JJ,IN,"[0.7, 0.8)",Neutral
ba01_18,baskervilles01,18,21,of,O,IN,of,OTHER,False,False,False,False,deal,his,NN,PRP$,"[0.7, 0.8)",Neutral
ba01_18,baskervilles01,18,22,his,O,PRP$,his,PRON,False,False,False,False,of,visit,IN,VBG,"[0.8, 0.9)",Neutral
ba01_18,baskervilles01,18,23,visiting,O,VBG,visit,VERB,False,False,False,False,his,on,PRP$,IN,"[0.8, 0.9)",Neutral
ba01_18,baskervilles01,18,24,on,O,IN,on,OTHER,False,False,False,False,visit,foot,VBG,NN,"[0.8, 0.9)",Neutral
ba01_18,baskervilles01,18,25,foot,O,NN,foot,NOUN,False,False,False,False,on,.,IN,.,"[0.9, 1.001)",Neutral
ba01_18,baskervilles01,18,26,.,O,.,.,OTHER,False,False,False,False,foot,'',NN,'',"[0.9, 1.001)",Neutral
ba01_18,baskervilles01,18,27,'',O,'','',OTHER,False,False,False,False,.,,.,,"[0.9, 1.001)",Neutral
ba01_19,baskervilles01,19,0,``,O,``,``,OTHER,False,False,False,False,,why,,WRB,"[0.0, 0.1)",Neutral
ba01_19,baskervilles01,19,1,Why,O,WRB,why,OTHER,False,False,False,False,``,so,``,RB,"[0.2, 0.3)",Neutral
ba01_19,baskervilles01,19,2,so,O,RB,so,ADV,False,False,False,False,why,?,WRB,.,"[0.5, 0.6)",Neutral
ba01_19,baskervilles01,19,3,?,O,.,?,OTHER,False,False,False,False,so,'',RB,'',"[0.7, 0.8)",Neutral
ba01_19,baskervilles01,19,4,'',O,'','',OTHER,False,False,False,False,?,,.,,"[0.9, 1.001)",Neutral
ba01_20,baskervilles01,20,0,``,O,``,``,OTHER,False,False,False,False,,because,,IN,"[0.0, 0.1)",Neutral
ba01_20,baskervilles01,20,1,Because,O,IN,because,OTHER,False,False,False,False,``,this,``,DT,"[0.0, 0.1)",Positive
ba01_20,baskervilles01,20,2,this,O,DT,this,OTHER,False,False,False,False,because,stick,IN,NN,"[0.0, 0.1)",Positive
ba01_20,baskervilles01,20,3,stick,O,NN,stick,NOUN,False,False,False,False,this,",",DT,",","[0.1, 0.2)",Positive
ba01_20,baskervilles01,20,4,",",O,",",",",OTHER,False,False,False,False,stick,though,NN,RB,"[0.1, 0.2)",Positive
ba01_20,baskervilles01,20,5,though,O,RB,though,ADV,False,False,False,False,",",originally,",",RB,"[0.1, 0.2)",Positive
ba01_20,baskervilles01,20,6,originally,O,RB,originally,ADV,False,False,False,False,though,a,RB,DT,"[0.2, 0.3)",Positive
ba01_20,baskervilles01,20,7,a,O,DT,a,OTHER,False,False,False,False,originally,very,RB,RB,"[0.2, 0.3)",Positive
ba01_20,baskervilles01,20,8,very,O,RB,very,ADV,False,False,False,False,a,handsome,DT,JJ,"[0.3, 0.4)",Positive
ba01_20,baskervilles01,20,9,handsome,O,JJ,handsome,ADJ,False,False,False,False,very,one,RB,CD,"[0.3, 0.4)",Positive
ba01_20,baskervilles01,20,10,one,O,CD,one,OTHER,False,False,False,False,handsome,have,JJ,VBZ,"[0.3, 0.4)",Neutral
ba01_20,baskervilles01,20,11,has,O,VBZ,have,VERB,False,False,False,False,one,be,CD,VBN,"[0.4, 0.5)",Neutral
ba01_20,baskervilles01,20,12,been,O,VBN,be,OTHER,False,False,False,False,have,so,VBZ,RB,"[0.4, 0.5)",Neutral
ba01_20,baskervilles01,20,13,so,O,RB,so,ADV,False,False,False,False,be,knock,VBN,VBN,"[0.5, 0.6)",Neutral
ba01_20,baskervilles01,20,14,knocked,O,VBN,knock,OTHER,False,False,False,False,so,about,RB,IN,"[0.5, 0.6)",Negative
ba01_20,baskervilles01,20,15,about,O,IN,about,OTHER,False,True,False,False,knock,that,VBN,DT,"[0.5, 0.6)",Negative
ba01_20,baskervilles01,20,16,that,O,DT,that,OTHER,False,False,False,False,about,i,IN,NN,"[0.6, 0.7)",Negative
ba01_20,baskervilles01,20,17,I,O,NN,i,NOUN,False,False,False,False,that,can,DT,MD,"[0.6, 0.7)",Negative
ba01_20,baskervilles01,20,18,can,O,MD,can,OTHER,False,False,False,False,i,hardly,NN,RB,"[0.6, 0.7)",Negative
ba01_20,baskervilles01,20,19,hardly,O,RB,hardly,ADV,False,False,False,False,can,imagine,MD,VB,"[0.7, 0.8)",Negative
ba01_20,baskervilles01,20,20,imagine,O,VB,imagine,VERB,False,True,False,False,hardly,a,RB,DT,"[0.7, 0.8)",Neutral
ba01_20,baskervilles01,20,21,a,O,DT,a,OTHER,False,False,False,False,imagine,town,VB,NN,"[0.8, 0.9)",Neutral
ba01_20,baskervilles01,20,22,town,O,NN,town,NOUN,False,False,False,False,a,practitioner,DT,NN,"[0.8, 0.9)",Neutral
ba01_20,baskervilles01,20,23,practitioner,O,NN,practitioner,NOUN,False,False,False,False,town,carry,NN,VBG,"[0.8, 0.9)",Neutral
ba01_20,baskervilles01,20,24,carrying,O,VBG,carry,VERB,False,False,False,False,practitioner,it,NN,PRP,"[0.9, 1.001)",Neutral
ba01_20,baskervilles01,20,25,it,O,PRP,it,PRON,False,False,False,False,carry,.,VBG,.,"[0.9, 1.001)",Neutral
ba01_20,baskervilles01,20,26,.,O,.,.,OTHER,False,False,False,False,it,,PRP,,"[0.9, 1.001)",Neutral
ba01_21,baskervilles01,21,0,The,O,DT,the,OTHER,False,False,False,False,,thick-iron,,JJ,"[0.0, 0.1)",Negative
ba01_21,baskervilles01,21,1,thick-iron,O,JJ,thick-iron,ADJ,False,False,False,False,the,ferrule,DT,NN,"[0.0, 0.1)",Negative
ba01_21,baskervilles01,21,2,ferrule,O,NN,ferrule,NOUN,False,False,False,False,thick-iron,be,JJ,VBZ,"[0.0, 0.1)",Negative
ba01_21,baskervilles01,21,3,is,O,VBZ,be,VERB,False,False,False,False,ferrule,wear,NN,VBN,"[0.1, 0.2)",Negative
ba01_21,baskervilles01,21,4,worn,O,VBN,wear,OTHER,False,False,False,False,be,down,VBZ,RB,"[0.1, 0.2)",Negative
ba01_21,baskervilles01,21,5,down,O,RB,down,ADV,False,False,False,False,wear,",",VBN,",","[0.2, 0.3)",Positive
ba01_21,baskervilles01,21,6,",",O,",",",",OTHER,False,False,False,False,down,so,RB,IN,"[0.2, 0.3)",Positive
ba01_21,baskervilles01,21,7,so,O,IN,so,OTHER,False,False,False,False,",",it,",",PRP,"[0.3, 0.4)",Positive
ba01_21,baskervilles01,21,8,it,O,PRP,it,PRON,False,False,False,False,so,be,IN,VBZ,"[0.3, 0.4)",Positive
